name,owner,url,stars,age,primary_language,total_releases,index
druid,alibaba,git@github.com:alibaba/druid.git,27586,12,{'name': 'Java'},50.0,545
canal,alibaba,git@github.com:alibaba/canal.git,27572,11,{'name': 'Java'},29.0,546
spring-cloud-alibaba,alibaba,git@github.com:alibaba/spring-cloud-alibaba.git,27139,6,{'name': 'Java'},38.0,547
kafka,apache,git@github.com:apache/kafka.git,27086,12,{'name': 'Java'},,548
JCSprout,crossoverJie,git@github.com:crossoverJie/JCSprout.git,27073,6,{'name': 'Java'},,549
vhr,lenve,git@github.com:lenve/vhr.git,26885,6,{'name': 'Java'},,550
xxl-job,xuxueli,git@github.com:xuxueli/xxl-job.git,26298,8,{'name': 'Java'},32.0,551
miaosha,qiurunze123,git@github.com:qiurunze123/miaosha.git,26028,5,{'name': 'Java'},,552
fastjson,alibaba,git@github.com:alibaba/fastjson.git,25603,12,{'name': 'Java'},84.0,553
butterknife,JakeWharton,git@github.com:JakeWharton/butterknife.git,25580,11,{'name': 'Java'},,554
toBeTopJavaer,hollischuang,git@github.com:hollischuang/toBeTopJavaer.git,25130,5,{'name': 'Java'},,555
proxyee-down,proxyee-down-org,git@github.com:proxyee-down-org/proxyee-down.git,24985,6,{'name': 'Java'},49.0,556
incubator-seata,apache,git@github.com:apache/incubator-seata.git,24866,5,{'name': 'Java'},39.0,557
Signal-Android,signalapp,git@github.com:signalapp/Signal-Android.git,24795,12,{'name': 'Java'},,558
SmartRefreshLayout,scwang90,git@github.com:scwang90/SmartRefreshLayout.git,24643,6,{'name': 'Java'},12.0,559
EventBus,greenrobot,git@github.com:greenrobot/EventBus.git,24565,11,{'name': 'Java'},7.0,560
Hystrix,Netflix,git@github.com:Netflix/Hystrix.git,23842,11,{'name': 'Java'},79.0,561
Telegram,DrKLO,git@github.com:DrKLO/Telegram.git,23555,10,{'name': 'Java'},89.0,562
ruoyi-vue-pro,YunaiV,git@github.com:YunaiV/ruoyi-vue-pro.git,23222,3,{'name': 'Java'},24.0,563
skywalking,apache,git@github.com:apache/skywalking.git,23115,8,{'name': 'Java'},58.0,564
flink,apache,git@github.com:apache/flink.git,23015,9,{'name': 'Java'},,565
gson,google,git@github.com:google/gson.git,22893,9,{'name': 'Java'},6.0,566
libgdx,libgdx,git@github.com:libgdx/libgdx.git,22596,11,{'name': 'Java'},11.0,567
redisson,redisson,git@github.com:redisson/redisson.git,22562,10,{'name': 'Java'},144.0,568
jenkins,jenkinsci,git@github.com:jenkinsci/jenkins.git,22245,13,{'name': 'Java'},327.0,569
bazel,bazelbuild,git@github.com:bazelbuild/bazel.git,22184,9,{'name': 'Java'},137.0,570
Sentinel,alibaba,git@github.com:alibaba/Sentinel.git,21868,5,{'name': 'Java'},24.0,571
ExoPlayer,google,git@github.com:google/ExoPlayer.git,21417,9,{'name': 'Java'},28.0,572
Mindustry,Anuken,git@github.com:Anuken/Mindustry.git,20844,6,{'name': 'Java'},160.0,573
eladmin,elunez,git@github.com:elunez/eladmin.git,20705,5,{'name': 'Java'},1.0,574
rocketmq,apache,git@github.com:apache/rocketmq.git,20418,7,{'name': 'Java'},18.0,575
FizzBuzzEnterpriseEdition,EnterpriseQualityCoding,git@github.com:EnterpriseQualityCoding/FizzBuzzEnterpriseEdition.git,20356,11,{'name': 'Java'},,576
JavaGuide,Snailclimb,git@github.com:Snailclimb/JavaGuide.git,142029,5,{'name': 'Java'},,577
GitHub-Chinese-Top-Charts,GrowingGit,git@github.com:GrowingGit/GitHub-Chinese-Top-Charts.git,86694,4,{'name': 'Java'},,578
java-design-patterns,iluwatar,git@github.com:iluwatar/java-design-patterns.git,86133,9,{'name': 'Java'},,579
LeetCodeAnimation,MisterBooo,git@github.com:MisterBooo/LeetCodeAnimation.git,74856,5,{'name': 'Java'},,580
mall,macrozheng,git@github.com:macrozheng/mall.git,74843,5,{'name': 'Java'},3.0,581
advanced-java,doocs,git@github.com:doocs/advanced-java.git,73880,5,{'name': 'Java'},1.0,582
spring-boot,spring-projects,git@github.com:spring-projects/spring-boot.git,72280,11,{'name': 'Java'},269.0,583
hello-algo,krahets,git@github.com:krahets/hello-algo.git,71994,1,{'name': 'Java'},7.0,584
elasticsearch,elastic,git@github.com:elastic/elasticsearch.git,67155,14,{'name': 'Java'},138.0,585
interviews,kdn251,git@github.com:kdn251/interviews.git,61415,7,{'name': 'Java'},,586
Java,TheAlgorithms,git@github.com:TheAlgorithms/Java.git,56297,7,{'name': 'Java'},,587
spring-framework,spring-projects,git@github.com:spring-projects/spring-framework.git,54805,13,{'name': 'Java'},285.0,588
guava,google,git@github.com:google/guava.git,49237,9,{'name': 'Java'},43.0,589
RxJava,ReactiveX,git@github.com:ReactiveX/RxJava.git,47589,11,{'name': 'Java'},233.0,590
ghidra,NationalSecurityAgency,git@github.com:NationalSecurityAgency/ghidra.git,46922,5,{'name': 'Java'},33.0,591
dubbo,apache,git@github.com:apache/dubbo.git,39918,11,{'name': 'Java'},95.0,592
jadx,skylot,git@github.com:skylot/jadx.git,38561,11,{'name': 'Java'},28.0,593
jeecg-boot,jeecgboot,git@github.com:jeecgboot/jeecg-boot.git,37420,5,{'name': 'Java'},37.0,594
MPAndroidChart,PhilJay,git@github.com:PhilJay/MPAndroidChart.git,37184,9,{'name': 'Java'},44.0,595
dbeaver,dbeaver,git@github.com:dbeaver/dbeaver.git,36960,8,{'name': 'Java'},196.0,596
tutorials,eugenp,git@github.com:eugenp/tutorials.git,35814,10,{'name': 'Java'},,597
hello-algorithm,geekxh,git@github.com:geekxh/hello-algorithm.git,34619,3,{'name': 'Java'},,598
lottie-android,airbnb,git@github.com:airbnb/lottie-android.git,34612,7,{'name': 'Java'},49.0,599
arthas,alibaba,git@github.com:alibaba/arthas.git,34489,5,{'name': 'Java'},52.0,600
glide,bumptech,git@github.com:bumptech/glide.git,34286,10,{'name': 'Java'},47.0,601
AndroidUtilCode,Blankj,git@github.com:Blankj/AndroidUtilCode.git,32866,7,{'name': 'Java'},117.0,602
netty,netty,git@github.com:netty/netty.git,32624,13,{'name': 'Java'},,603
zxing,zxing,git@github.com:zxing/zxing.git,32124,12,{'name': 'Java'},31.0,604
spring-boot-demo,xkcoding,git@github.com:xkcoding/spring-boot-demo.git,31810,6,{'name': 'Java'},,605
halo,halo-dev,git@github.com:halo-dev/halo.git,31030,6,{'name': 'Java'},160.0,606
easyexcel,alibaba,git@github.com:alibaba/easyexcel.git,30707,6,{'name': 'Java'},10.0,607
termux-app,termux,git@github.com:termux/termux-app.git,29919,8,{'name': 'Java'},89.0,608
spring-boot-examples,ityouknow,git@github.com:ityouknow/spring-boot-examples.git,29849,7,{'name': 'Java'},,609
selenium,SeleniumHQ,git@github.com:SeleniumHQ/selenium.git,29085,11,{'name': 'Java'},91.0,610
nacos,alibaba,git@github.com:alibaba/nacos.git,28819,5,{'name': 'Java'},62.0,611
apollo,apolloconfig,git@github.com:apolloconfig/apollo.git,28719,8,{'name': 'Java'},39.0,612
leetcode,doocs,git@github.com:doocs/leetcode.git,28433,5,{'name': 'Java'},19.0,613
NewPipe,TeamNewPipe,git@github.com:TeamNewPipe/NewPipe.git,28176,8,{'name': 'Java'},128.0,614
hutool,dromara,git@github.com:dromara/hutool.git,28144,9,{'name': 'Java'},139.0,615
SpringAll,wuyouzhuguli,git@github.com:wuyouzhuguli/SpringAll.git,27668,5,{'name': 'Java'},,616
druid,alibaba,git@github.com:alibaba/druid.git,27586,12,{'name': 'Java'},50.0,617
canal,alibaba,git@github.com:alibaba/canal.git,27572,11,{'name': 'Java'},29.0,618
spring-cloud-alibaba,alibaba,git@github.com:alibaba/spring-cloud-alibaba.git,27139,6,{'name': 'Java'},38.0,619
kafka,apache,git@github.com:apache/kafka.git,27086,12,{'name': 'Java'},,620
JCSprout,crossoverJie,git@github.com:crossoverJie/JCSprout.git,27073,6,{'name': 'Java'},,621
vhr,lenve,git@github.com:lenve/vhr.git,26885,6,{'name': 'Java'},,622
xxl-job,xuxueli,git@github.com:xuxueli/xxl-job.git,26298,8,{'name': 'Java'},32.0,623
miaosha,qiurunze123,git@github.com:qiurunze123/miaosha.git,26028,5,{'name': 'Java'},,624
fastjson,alibaba,git@github.com:alibaba/fastjson.git,25603,12,{'name': 'Java'},84.0,625
butterknife,JakeWharton,git@github.com:JakeWharton/butterknife.git,25580,11,{'name': 'Java'},,626
toBeTopJavaer,hollischuang,git@github.com:hollischuang/toBeTopJavaer.git,25130,5,{'name': 'Java'},,627
proxyee-down,proxyee-down-org,git@github.com:proxyee-down-org/proxyee-down.git,24985,6,{'name': 'Java'},49.0,628
incubator-seata,apache,git@github.com:apache/incubator-seata.git,24866,5,{'name': 'Java'},39.0,629
Signal-Android,signalapp,git@github.com:signalapp/Signal-Android.git,24795,12,{'name': 'Java'},,630
SmartRefreshLayout,scwang90,git@github.com:scwang90/SmartRefreshLayout.git,24643,6,{'name': 'Java'},12.0,631
EventBus,greenrobot,git@github.com:greenrobot/EventBus.git,24565,11,{'name': 'Java'},7.0,632
Hystrix,Netflix,git@github.com:Netflix/Hystrix.git,23842,11,{'name': 'Java'},79.0,633
Telegram,DrKLO,git@github.com:DrKLO/Telegram.git,23555,10,{'name': 'Java'},89.0,634
ruoyi-vue-pro,YunaiV,git@github.com:YunaiV/ruoyi-vue-pro.git,23222,3,{'name': 'Java'},24.0,635
skywalking,apache,git@github.com:apache/skywalking.git,23115,8,{'name': 'Java'},58.0,636
flink,apache,git@github.com:apache/flink.git,23015,9,{'name': 'Java'},,637
gson,google,git@github.com:google/gson.git,22893,9,{'name': 'Java'},6.0,638
libgdx,libgdx,git@github.com:libgdx/libgdx.git,22596,11,{'name': 'Java'},11.0,639
redisson,redisson,git@github.com:redisson/redisson.git,22562,10,{'name': 'Java'},144.0,640
jenkins,jenkinsci,git@github.com:jenkinsci/jenkins.git,22245,13,{'name': 'Java'},327.0,641
bazel,bazelbuild,git@github.com:bazelbuild/bazel.git,22184,9,{'name': 'Java'},137.0,642
Sentinel,alibaba,git@github.com:alibaba/Sentinel.git,21868,5,{'name': 'Java'},24.0,643
ExoPlayer,google,git@github.com:google/ExoPlayer.git,21417,9,{'name': 'Java'},28.0,644
Mindustry,Anuken,git@github.com:Anuken/Mindustry.git,20844,6,{'name': 'Java'},160.0,645
eladmin,elunez,git@github.com:elunez/eladmin.git,20705,5,{'name': 'Java'},1.0,646
rocketmq,apache,git@github.com:apache/rocketmq.git,20418,7,{'name': 'Java'},18.0,647
FizzBuzzEnterpriseEdition,EnterpriseQualityCoding,git@github.com:EnterpriseQualityCoding/FizzBuzzEnterpriseEdition.git,20356,11,{'name': 'Java'},,648
JavaGuide,Snailclimb,git@github.com:Snailclimb/JavaGuide.git,142029,5,{'name': 'Java'},,649
GitHub-Chinese-Top-Charts,GrowingGit,git@github.com:GrowingGit/GitHub-Chinese-Top-Charts.git,86694,4,{'name': 'Java'},,650
java-design-patterns,iluwatar,git@github.com:iluwatar/java-design-patterns.git,86133,9,{'name': 'Java'},,651
LeetCodeAnimation,MisterBooo,git@github.com:MisterBooo/LeetCodeAnimation.git,74856,5,{'name': 'Java'},,652
mall,macrozheng,git@github.com:macrozheng/mall.git,74843,5,{'name': 'Java'},3.0,653
advanced-java,doocs,git@github.com:doocs/advanced-java.git,73880,5,{'name': 'Java'},1.0,654
spring-boot,spring-projects,git@github.com:spring-projects/spring-boot.git,72280,11,{'name': 'Java'},269.0,655
hello-algo,krahets,git@github.com:krahets/hello-algo.git,71994,1,{'name': 'Java'},7.0,656
elasticsearch,elastic,git@github.com:elastic/elasticsearch.git,67155,14,{'name': 'Java'},138.0,657
interviews,kdn251,git@github.com:kdn251/interviews.git,61415,7,{'name': 'Java'},,658
Java,TheAlgorithms,git@github.com:TheAlgorithms/Java.git,56297,7,{'name': 'Java'},,659
spring-framework,spring-projects,git@github.com:spring-projects/spring-framework.git,54805,13,{'name': 'Java'},285.0,660
guava,google,git@github.com:google/guava.git,49237,9,{'name': 'Java'},43.0,661
RxJava,ReactiveX,git@github.com:ReactiveX/RxJava.git,47589,11,{'name': 'Java'},233.0,662
ghidra,NationalSecurityAgency,git@github.com:NationalSecurityAgency/ghidra.git,46922,5,{'name': 'Java'},33.0,663
dubbo,apache,git@github.com:apache/dubbo.git,39918,11,{'name': 'Java'},95.0,664
jadx,skylot,git@github.com:skylot/jadx.git,38561,11,{'name': 'Java'},28.0,665
jeecg-boot,jeecgboot,git@github.com:jeecgboot/jeecg-boot.git,37420,5,{'name': 'Java'},37.0,666
MPAndroidChart,PhilJay,git@github.com:PhilJay/MPAndroidChart.git,37184,9,{'name': 'Java'},44.0,667
dbeaver,dbeaver,git@github.com:dbeaver/dbeaver.git,36960,8,{'name': 'Java'},196.0,668
tutorials,eugenp,git@github.com:eugenp/tutorials.git,35814,10,{'name': 'Java'},,669
hello-algorithm,geekxh,git@github.com:geekxh/hello-algorithm.git,34619,3,{'name': 'Java'},,670
lottie-android,airbnb,git@github.com:airbnb/lottie-android.git,34612,7,{'name': 'Java'},49.0,671
arthas,alibaba,git@github.com:alibaba/arthas.git,34489,5,{'name': 'Java'},52.0,672
glide,bumptech,git@github.com:bumptech/glide.git,34286,10,{'name': 'Java'},47.0,673
AndroidUtilCode,Blankj,git@github.com:Blankj/AndroidUtilCode.git,32866,7,{'name': 'Java'},117.0,674
netty,netty,git@github.com:netty/netty.git,32624,13,{'name': 'Java'},,675
zxing,zxing,git@github.com:zxing/zxing.git,32124,12,{'name': 'Java'},31.0,676
spring-boot-demo,xkcoding,git@github.com:xkcoding/spring-boot-demo.git,31810,6,{'name': 'Java'},,677
halo,halo-dev,git@github.com:halo-dev/halo.git,31030,6,{'name': 'Java'},160.0,678
easyexcel,alibaba,git@github.com:alibaba/easyexcel.git,30707,6,{'name': 'Java'},10.0,679
termux-app,termux,git@github.com:termux/termux-app.git,29919,8,{'name': 'Java'},89.0,680
spring-boot-examples,ityouknow,git@github.com:ityouknow/spring-boot-examples.git,29849,7,{'name': 'Java'},,681
selenium,SeleniumHQ,git@github.com:SeleniumHQ/selenium.git,29085,11,{'name': 'Java'},91.0,682
nacos,alibaba,git@github.com:alibaba/nacos.git,28819,5,{'name': 'Java'},62.0,683
apollo,apolloconfig,git@github.com:apolloconfig/apollo.git,28719,8,{'name': 'Java'},39.0,684
leetcode,doocs,git@github.com:doocs/leetcode.git,28433,5,{'name': 'Java'},19.0,685
NewPipe,TeamNewPipe,git@github.com:TeamNewPipe/NewPipe.git,28176,8,{'name': 'Java'},128.0,686
hutool,dromara,git@github.com:dromara/hutool.git,28144,9,{'name': 'Java'},139.0,687
SpringAll,wuyouzhuguli,git@github.com:wuyouzhuguli/SpringAll.git,27668,5,{'name': 'Java'},,688
druid,alibaba,git@github.com:alibaba/druid.git,27586,12,{'name': 'Java'},50.0,689
canal,alibaba,git@github.com:alibaba/canal.git,27572,11,{'name': 'Java'},29.0,690
spring-cloud-alibaba,alibaba,git@github.com:alibaba/spring-cloud-alibaba.git,27139,6,{'name': 'Java'},38.0,691
kafka,apache,git@github.com:apache/kafka.git,27086,12,{'name': 'Java'},,692
JCSprout,crossoverJie,git@github.com:crossoverJie/JCSprout.git,27073,6,{'name': 'Java'},,693
vhr,lenve,git@github.com:lenve/vhr.git,26885,6,{'name': 'Java'},,694
xxl-job,xuxueli,git@github.com:xuxueli/xxl-job.git,26298,8,{'name': 'Java'},32.0,695
miaosha,qiurunze123,git@github.com:qiurunze123/miaosha.git,26028,5,{'name': 'Java'},,696
fastjson,alibaba,git@github.com:alibaba/fastjson.git,25603,12,{'name': 'Java'},84.0,697
butterknife,JakeWharton,git@github.com:JakeWharton/butterknife.git,25580,11,{'name': 'Java'},,698
toBeTopJavaer,hollischuang,git@github.com:hollischuang/toBeTopJavaer.git,25130,5,{'name': 'Java'},,699
proxyee-down,proxyee-down-org,git@github.com:proxyee-down-org/proxyee-down.git,24985,6,{'name': 'Java'},49.0,700
incubator-seata,apache,git@github.com:apache/incubator-seata.git,24866,5,{'name': 'Java'},39.0,701
Signal-Android,signalapp,git@github.com:signalapp/Signal-Android.git,24795,12,{'name': 'Java'},,702
SmartRefreshLayout,scwang90,git@github.com:scwang90/SmartRefreshLayout.git,24643,6,{'name': 'Java'},12.0,703
EventBus,greenrobot,git@github.com:greenrobot/EventBus.git,24565,11,{'name': 'Java'},7.0,704
Hystrix,Netflix,git@github.com:Netflix/Hystrix.git,23842,11,{'name': 'Java'},79.0,705
Telegram,DrKLO,git@github.com:DrKLO/Telegram.git,23555,10,{'name': 'Java'},89.0,706
ruoyi-vue-pro,YunaiV,git@github.com:YunaiV/ruoyi-vue-pro.git,23222,3,{'name': 'Java'},24.0,707
skywalking,apache,git@github.com:apache/skywalking.git,23115,8,{'name': 'Java'},58.0,708
flink,apache,git@github.com:apache/flink.git,23015,9,{'name': 'Java'},,709
gson,google,git@github.com:google/gson.git,22893,9,{'name': 'Java'},6.0,710
libgdx,libgdx,git@github.com:libgdx/libgdx.git,22596,11,{'name': 'Java'},11.0,711
redisson,redisson,git@github.com:redisson/redisson.git,22562,10,{'name': 'Java'},144.0,712
jenkins,jenkinsci,git@github.com:jenkinsci/jenkins.git,22245,13,{'name': 'Java'},327.0,713
bazel,bazelbuild,git@github.com:bazelbuild/bazel.git,22184,9,{'name': 'Java'},137.0,714
Sentinel,alibaba,git@github.com:alibaba/Sentinel.git,21868,5,{'name': 'Java'},24.0,715
ExoPlayer,google,git@github.com:google/ExoPlayer.git,21417,9,{'name': 'Java'},28.0,716
Mindustry,Anuken,git@github.com:Anuken/Mindustry.git,20844,6,{'name': 'Java'},160.0,717
eladmin,elunez,git@github.com:elunez/eladmin.git,20705,5,{'name': 'Java'},1.0,718
rocketmq,apache,git@github.com:apache/rocketmq.git,20418,7,{'name': 'Java'},18.0,719
FizzBuzzEnterpriseEdition,EnterpriseQualityCoding,git@github.com:EnterpriseQualityCoding/FizzBuzzEnterpriseEdition.git,20356,11,{'name': 'Java'},,720
JavaGuide,Snailclimb,git@github.com:Snailclimb/JavaGuide.git,142029,5,{'name': 'Java'},,721
GitHub-Chinese-Top-Charts,GrowingGit,git@github.com:GrowingGit/GitHub-Chinese-Top-Charts.git,86694,4,{'name': 'Java'},,722
java-design-patterns,iluwatar,git@github.com:iluwatar/java-design-patterns.git,86133,9,{'name': 'Java'},,723
LeetCodeAnimation,MisterBooo,git@github.com:MisterBooo/LeetCodeAnimation.git,74856,5,{'name': 'Java'},,724
mall,macrozheng,git@github.com:macrozheng/mall.git,74843,5,{'name': 'Java'},3.0,725
advanced-java,doocs,git@github.com:doocs/advanced-java.git,73880,5,{'name': 'Java'},1.0,726
spring-boot,spring-projects,git@github.com:spring-projects/spring-boot.git,72280,11,{'name': 'Java'},269.0,727
hello-algo,krahets,git@github.com:krahets/hello-algo.git,71994,1,{'name': 'Java'},7.0,728
elasticsearch,elastic,git@github.com:elastic/elasticsearch.git,67155,14,{'name': 'Java'},138.0,729
interviews,kdn251,git@github.com:kdn251/interviews.git,61415,7,{'name': 'Java'},,730
Java,TheAlgorithms,git@github.com:TheAlgorithms/Java.git,56297,7,{'name': 'Java'},,731
spring-framework,spring-projects,git@github.com:spring-projects/spring-framework.git,54805,13,{'name': 'Java'},285.0,732
guava,google,git@github.com:google/guava.git,49237,9,{'name': 'Java'},43.0,733
RxJava,ReactiveX,git@github.com:ReactiveX/RxJava.git,47589,11,{'name': 'Java'},233.0,734
ghidra,NationalSecurityAgency,git@github.com:NationalSecurityAgency/ghidra.git,46922,5,{'name': 'Java'},33.0,735
dubbo,apache,git@github.com:apache/dubbo.git,39918,11,{'name': 'Java'},95.0,736
jadx,skylot,git@github.com:skylot/jadx.git,38561,11,{'name': 'Java'},28.0,737
jeecg-boot,jeecgboot,git@github.com:jeecgboot/jeecg-boot.git,37420,5,{'name': 'Java'},37.0,738
MPAndroidChart,PhilJay,git@github.com:PhilJay/MPAndroidChart.git,37184,9,{'name': 'Java'},44.0,739
dbeaver,dbeaver,git@github.com:dbeaver/dbeaver.git,36960,8,{'name': 'Java'},196.0,740
tutorials,eugenp,git@github.com:eugenp/tutorials.git,35814,10,{'name': 'Java'},,741
hello-algorithm,geekxh,git@github.com:geekxh/hello-algorithm.git,34619,3,{'name': 'Java'},,742
lottie-android,airbnb,git@github.com:airbnb/lottie-android.git,34612,7,{'name': 'Java'},49.0,743
arthas,alibaba,git@github.com:alibaba/arthas.git,34489,5,{'name': 'Java'},52.0,744
glide,bumptech,git@github.com:bumptech/glide.git,34286,10,{'name': 'Java'},47.0,745
AndroidUtilCode,Blankj,git@github.com:Blankj/AndroidUtilCode.git,32866,7,{'name': 'Java'},117.0,746
netty,netty,git@github.com:netty/netty.git,32624,13,{'name': 'Java'},,747
zxing,zxing,git@github.com:zxing/zxing.git,32124,12,{'name': 'Java'},31.0,748
spring-boot-demo,xkcoding,git@github.com:xkcoding/spring-boot-demo.git,31810,6,{'name': 'Java'},,749
halo,halo-dev,git@github.com:halo-dev/halo.git,31030,6,{'name': 'Java'},160.0,750
easyexcel,alibaba,git@github.com:alibaba/easyexcel.git,30707,6,{'name': 'Java'},10.0,751
termux-app,termux,git@github.com:termux/termux-app.git,29919,8,{'name': 'Java'},89.0,752
spring-boot-examples,ityouknow,git@github.com:ityouknow/spring-boot-examples.git,29849,7,{'name': 'Java'},,753
selenium,SeleniumHQ,git@github.com:SeleniumHQ/selenium.git,29085,11,{'name': 'Java'},91.0,754
nacos,alibaba,git@github.com:alibaba/nacos.git,28819,5,{'name': 'Java'},62.0,755
apollo,apolloconfig,git@github.com:apolloconfig/apollo.git,28719,8,{'name': 'Java'},39.0,756
leetcode,doocs,git@github.com:doocs/leetcode.git,28433,5,{'name': 'Java'},19.0,757
NewPipe,TeamNewPipe,git@github.com:TeamNewPipe/NewPipe.git,28176,8,{'name': 'Java'},128.0,758
hutool,dromara,git@github.com:dromara/hutool.git,28144,9,{'name': 'Java'},139.0,759
SpringAll,wuyouzhuguli,git@github.com:wuyouzhuguli/SpringAll.git,27668,5,{'name': 'Java'},,760
druid,alibaba,git@github.com:alibaba/druid.git,27586,12,{'name': 'Java'},50.0,761
canal,alibaba,git@github.com:alibaba/canal.git,27572,11,{'name': 'Java'},29.0,762
spring-cloud-alibaba,alibaba,git@github.com:alibaba/spring-cloud-alibaba.git,27139,6,{'name': 'Java'},38.0,763
kafka,apache,git@github.com:apache/kafka.git,27086,12,{'name': 'Java'},,764
JCSprout,crossoverJie,git@github.com:crossoverJie/JCSprout.git,27073,6,{'name': 'Java'},,765
vhr,lenve,git@github.com:lenve/vhr.git,26885,6,{'name': 'Java'},,766
xxl-job,xuxueli,git@github.com:xuxueli/xxl-job.git,26298,8,{'name': 'Java'},32.0,767
miaosha,qiurunze123,git@github.com:qiurunze123/miaosha.git,26028,5,{'name': 'Java'},,768
fastjson,alibaba,git@github.com:alibaba/fastjson.git,25603,12,{'name': 'Java'},84.0,769
butterknife,JakeWharton,git@github.com:JakeWharton/butterknife.git,25580,11,{'name': 'Java'},,770
toBeTopJavaer,hollischuang,git@github.com:hollischuang/toBeTopJavaer.git,25130,5,{'name': 'Java'},,771
proxyee-down,proxyee-down-org,git@github.com:proxyee-down-org/proxyee-down.git,24985,6,{'name': 'Java'},49.0,772
incubator-seata,apache,git@github.com:apache/incubator-seata.git,24866,5,{'name': 'Java'},39.0,773
Signal-Android,signalapp,git@github.com:signalapp/Signal-Android.git,24795,12,{'name': 'Java'},,774
SmartRefreshLayout,scwang90,git@github.com:scwang90/SmartRefreshLayout.git,24643,6,{'name': 'Java'},12.0,775
EventBus,greenrobot,git@github.com:greenrobot/EventBus.git,24565,11,{'name': 'Java'},7.0,776
Hystrix,Netflix,git@github.com:Netflix/Hystrix.git,23842,11,{'name': 'Java'},79.0,777
Telegram,DrKLO,git@github.com:DrKLO/Telegram.git,23555,10,{'name': 'Java'},89.0,778
ruoyi-vue-pro,YunaiV,git@github.com:YunaiV/ruoyi-vue-pro.git,23222,3,{'name': 'Java'},24.0,779
skywalking,apache,git@github.com:apache/skywalking.git,23115,8,{'name': 'Java'},58.0,780
flink,apache,git@github.com:apache/flink.git,23015,9,{'name': 'Java'},,781
gson,google,git@github.com:google/gson.git,22893,9,{'name': 'Java'},6.0,782
libgdx,libgdx,git@github.com:libgdx/libgdx.git,22596,11,{'name': 'Java'},11.0,783
redisson,redisson,git@github.com:redisson/redisson.git,22562,10,{'name': 'Java'},144.0,784
jenkins,jenkinsci,git@github.com:jenkinsci/jenkins.git,22245,13,{'name': 'Java'},327.0,785
bazel,bazelbuild,git@github.com:bazelbuild/bazel.git,22184,9,{'name': 'Java'},137.0,786
Sentinel,alibaba,git@github.com:alibaba/Sentinel.git,21868,5,{'name': 'Java'},24.0,787
ExoPlayer,google,git@github.com:google/ExoPlayer.git,21417,9,{'name': 'Java'},28.0,788
Mindustry,Anuken,git@github.com:Anuken/Mindustry.git,20844,6,{'name': 'Java'},160.0,789
eladmin,elunez,git@github.com:elunez/eladmin.git,20705,5,{'name': 'Java'},1.0,790
rocketmq,apache,git@github.com:apache/rocketmq.git,20418,7,{'name': 'Java'},18.0,791
FizzBuzzEnterpriseEdition,EnterpriseQualityCoding,git@github.com:EnterpriseQualityCoding/FizzBuzzEnterpriseEdition.git,20356,11,{'name': 'Java'},,792
JavaGuide,Snailclimb,git@github.com:Snailclimb/JavaGuide.git,142029,5,{'name': 'Java'},,793
GitHub-Chinese-Top-Charts,GrowingGit,git@github.com:GrowingGit/GitHub-Chinese-Top-Charts.git,86694,4,{'name': 'Java'},,794
java-design-patterns,iluwatar,git@github.com:iluwatar/java-design-patterns.git,86133,9,{'name': 'Java'},,795
LeetCodeAnimation,MisterBooo,git@github.com:MisterBooo/LeetCodeAnimation.git,74856,5,{'name': 'Java'},,796
mall,macrozheng,git@github.com:macrozheng/mall.git,74843,5,{'name': 'Java'},3.0,797
advanced-java,doocs,git@github.com:doocs/advanced-java.git,73880,5,{'name': 'Java'},1.0,798
spring-boot,spring-projects,git@github.com:spring-projects/spring-boot.git,72280,11,{'name': 'Java'},269.0,799
hello-algo,krahets,git@github.com:krahets/hello-algo.git,71994,1,{'name': 'Java'},7.0,800
elasticsearch,elastic,git@github.com:elastic/elasticsearch.git,67155,14,{'name': 'Java'},138.0,801
interviews,kdn251,git@github.com:kdn251/interviews.git,61415,7,{'name': 'Java'},,802
Java,TheAlgorithms,git@github.com:TheAlgorithms/Java.git,56297,7,{'name': 'Java'},,803
spring-framework,spring-projects,git@github.com:spring-projects/spring-framework.git,54805,13,{'name': 'Java'},285.0,804
guava,google,git@github.com:google/guava.git,49237,9,{'name': 'Java'},43.0,805
RxJava,ReactiveX,git@github.com:ReactiveX/RxJava.git,47589,11,{'name': 'Java'},233.0,806
ghidra,NationalSecurityAgency,git@github.com:NationalSecurityAgency/ghidra.git,46922,5,{'name': 'Java'},33.0,807
dubbo,apache,git@github.com:apache/dubbo.git,39918,11,{'name': 'Java'},95.0,808
jadx,skylot,git@github.com:skylot/jadx.git,38561,11,{'name': 'Java'},28.0,809
jeecg-boot,jeecgboot,git@github.com:jeecgboot/jeecg-boot.git,37420,5,{'name': 'Java'},37.0,810
MPAndroidChart,PhilJay,git@github.com:PhilJay/MPAndroidChart.git,37184,9,{'name': 'Java'},44.0,811
dbeaver,dbeaver,git@github.com:dbeaver/dbeaver.git,36960,8,{'name': 'Java'},196.0,812
tutorials,eugenp,git@github.com:eugenp/tutorials.git,35814,10,{'name': 'Java'},,813
hello-algorithm,geekxh,git@github.com:geekxh/hello-algorithm.git,34619,3,{'name': 'Java'},,814
lottie-android,airbnb,git@github.com:airbnb/lottie-android.git,34612,7,{'name': 'Java'},49.0,815
arthas,alibaba,git@github.com:alibaba/arthas.git,34489,5,{'name': 'Java'},52.0,816
